algorithm,n_members,group_size,time,distance,groups,group_distances,gini-index
ACO,12,2,0.2847548999998253,1.5416666666666665,"[[4, 5], [0, 1], [7, 2], [8, 9], [10, 6], [11, 3]]",[0.40277778 0.13888889 0.18055556 0.19444444 0.30555556 0.31944444],0.23963963963963958
ACO,12,2,0.2849521000025561,1.5416666666666665,"[[4, 5], [0, 1], [6, 10], [8, 9], [7, 2], [3, 11]]",[0.40277778 0.13888889 0.30555556 0.19444444 0.18055556 0.31944444],0.23963963963963958
ACO,12,2,0.29709680000087246,1.5416666666666665,"[[4, 5], [0, 1], [7, 2], [8, 9], [6, 10], [3, 11]]",[0.40277778 0.13888889 0.18055556 0.19444444 0.30555556 0.31944444],0.23963963963963958
ACO,12,2,0.27227999999013264,1.5416666666666665,"[[4, 5], [0, 1], [8, 9], [10, 6], [7, 2], [11, 3]]",[0.40277778 0.13888889 0.19444444 0.30555556 0.18055556 0.31944444],0.23963963963963958
ACO,12,2,0.2846486999915214,1.5416666666666665,"[[4, 5], [0, 1], [2, 7], [8, 9], [10, 6], [3, 11]]",[0.40277778 0.13888889 0.18055556 0.19444444 0.30555556 0.31944444],0.23963963963963958
ACO,12,2,0.2807043000066187,1.5416666666666665,"[[4, 5], [0, 1], [9, 8], [6, 10], [7, 2], [11, 3]]",[0.40277778 0.13888889 0.19444444 0.30555556 0.18055556 0.31944444],0.23963963963963958
ACO,12,2,0.27604940001037903,1.5416666666666665,"[[4, 5], [0, 1], [6, 10], [3, 11], [9, 8], [7, 2]]",[0.40277778 0.13888889 0.30555556 0.31944444 0.19444444 0.18055556],0.23963963963963958
ACO,12,2,0.27884319999429863,1.5416666666666665,"[[4, 5], [0, 1], [2, 7], [10, 6], [9, 8], [3, 11]]",[0.40277778 0.13888889 0.18055556 0.30555556 0.19444444 0.31944444],0.23963963963963958
ACO,12,2,0.2770656999928178,1.5416666666666665,"[[4, 5], [0, 1], [7, 2], [9, 8], [10, 6], [11, 3]]",[0.40277778 0.13888889 0.18055556 0.19444444 0.30555556 0.31944444],0.23963963963963958
ACO,12,2,0.3294286999880569,1.5416666666666665,"[[4, 5], [0, 1], [9, 8], [7, 2], [10, 6], [3, 11]]",[0.40277778 0.13888889 0.19444444 0.18055556 0.30555556 0.31944444],0.23963963963963958
PCK,12,2,2.3884545999899274,1.9583333333333333,"[[0, 9], [2, 7], [1, 3], [4, 8], [6, 10], [5, 11]]",[0.51388889 0.18055556 0.30555556 0.41666667 0.30555556 0.23611111],0.225531914893617
PCK,12,2,2.282413100008853,1.7083333333333333,"[[0, 10], [1, 5], [9, 8], [3, 11], [4, 6], [2, 7]]",[0.30555556 0.22222222 0.19444444 0.31944444 0.48611111 0.18055556],0.2325203252032521
PCK,12,2,1.4582448000001023,2.1527777777777777,"[[0, 3], [6, 10], [8, 5], [1, 9], [4, 11], [2, 7]]",[0.33333333 0.30555556 0.51388889 0.40277778 0.41666667 0.18055556],0.19225806451612895
